country_code,postal_code,place_name,latitude,longitude
CZ,680 01,Velenov,49.4868,16.7328
CZ,680 01,Okrouhlá,49.5075,16.732
CZ,680 01,Újezd u Boskovic,49.4641,16.6541
CZ,680 01,Valchov,49.4702,16.7199
CZ,680 01,Sudice,49.5299,16.6685
CZ,680 01,Suchý,49.4828,16.7624
CZ,680 01,Vážany,49.5312,16.6887
CZ,602 00,Trnitá,49.2067,16.5888
CZ,602 00,Veveří,49.203,16.5979
CZ,602 00,Brno-Veveří,49.203,16.5979
CZ,602 00,Brno-Ponava,49.2137,16.6026
CZ,602 00,Stránice,49.2017,16.5799
CZ,602 00,Ponava,49.2137,16.6026
CZ,602 00,Brno-Brno Město,49.2067,16.5888
CZ,602 00,Brno-Stránice,49.2017,16.5799
CZ,602 00,Brno-Trnitá,49.2067,16.5888
CZ,602 00,Brno-Město,49.2067,16.5888
CZ,603 00,Brno-Staré Brno,49.1885,16.5975
CZ,603 00,Staré Brno,49.1885,16.5975
CZ,612 00,Sadová,49.2067,16.5888
CZ,612 00,Brno-Sadová,49.2067,16.5888
CZ,612 00,Královo Pole,49.2252,16.5899
CZ,612 00,Brno-Královo Pole,49.2252,16.5899
CZ,613 00,Brno-Černá Pole,49.209,16.6163
CZ,613 00,Černá Pole,49.209,16.6163
CZ,614 00,Brno-Obřany,49.2329,16.648
CZ,614 00,Brno-Maloměřice,49.2222,16.6582
CZ,614 00,Brno-Husovice,49.2113,16.6309
